Date,24HPass,3DPass,7DPass,Trips,Miles,Year,Month,Day,MonthYear
2013-05-27,0.0,,0.0,9767,21.533,2013,5,27,2013-05-01
2013-05-28,0.0,,0.0,5215,8.78,2013,5,28,2013-05-01
2013-05-29,0.0,,0.0,10981,21.898000000000003,2013,5,29,2013-05-01
2013-05-30,0.0,,0.0,9850,20.320999999999998,2013,5,30,2013-05-01
2013-05-31,0.0,,0.0,9253,20.243,2013,5,31,2013-05-01
2013-06-01,0.0,,0.0,9852,26.346999999999998,2013,6,1,2013-06-01
2013-06-02,4723.0,,289.0,17590,52.143,2013,6,2,2013-06-01
2013-06-03,1160.0,,221.0,8599,18.907,2013,6,3,2013-06-01
2013-06-04,2922.0,,394.0,17589,48.666000000000004,2013,6,4,2013-06-01
2013-06-05,2821.0,,279.0,17433,44.917,2013,6,5,2013-06-01
2013-06-06,1872.0,,210.0,13732,30.987,2013,6,6,2013-06-01
2013-06-07,66.0,,11.0,1393,2.065,2013,6,7,2013-06-01
2013-06-08,5013.0,,230.0,19899,54.665,2013,6,8,2013-06-01
2013-06-09,5772.0,,275.0,23236,71.604,2013,6,9,2013-06-01
2013-06-10,290.0,,82.0,4504,10.138,2013,6,10,2013-06-01
2013-06-11,1836.0,,273.0,14638,34.63,2013,6,11,2013-06-01
2013-06-12,2767.0,,316.0,18960,45.714,2013,6,12,2013-06-01
2013-06-13,701.0,,119.0,8782,15.075,2013,6,13,2013-06-01
2013-06-14,2268.0,,211.0,16423,33.98,2013,6,14,2013-06-01
2013-06-15,6107.0,,319.0,27276,72.792,2013,6,15,2013-06-01
2013-06-16,4413.0,,314.0,23610,59.573,2013,6,16,2013-06-01
2013-06-17,2378.0,,530.0,21278,43.897,2013,6,17,2013-06-01
2013-06-18,1236.0,,277.0,14826,27.67,2013,6,18,2013-06-01
2013-06-19,2678.0,,607.0,26267,54.405,2013,6,19,2013-06-01
2013-06-20,2814.0,,421.0,28994,59.935,2013,6,20,2013-06-01
2013-06-21,3465.0,,408.0,30660,64.872,2013,6,21,2013-06-01
2013-06-22,5902.0,,383.0,31885,80.433,2013,6,22,2013-06-01
2013-06-23,4959.0,,279.0,30653,76.45,2013,6,23,2013-06-01
2013-06-24,1844.0,,386.0,26636,50.663999999999994,2013,6,24,2013-06-01
2013-06-25,1937.0,,343.0,30426,56.075,2013,6,25,2013-06-01
2013-06-26,2000.0,,301.0,32322,59.663000000000004,2013,6,26,2013-06-01
2013-06-27,1680.0,,223.0,28094,55.26,2013,6,27,2013-06-01
2013-06-28,2268.0,,291.0,30595,58.037,2013,6,28,2013-06-01
2013-06-29,4895.0,,296.0,32947,77.226,2013,6,29,2013-06-01
2013-06-30,3592.0,,178.0,27285,61.052,2013,6,30,2013-06-01
2013-07-01,846.0,,167.0,20151,36.168,2013,7,1,2013-07-01
2013-07-02,1435.0,,219.0,26682,48.733000000000004,2013,7,2,2013-07-01
2013-07-03,1419.0,,189.0,25509,46.016000000000005,2013,7,3,2013-07-01
2013-07-04,4219.0,,257.0,26004,63.674,2013,7,4,2013-07-01
2013-07-05,2803.0,,215.0,25541,53.419,2013,7,5,2013-07-01
2013-07-06,3178.0,,172.0,23697,53.761,2013,7,6,2013-07-01
2013-07-07,2703.0,,186.0,23688,50.63399999999999,2013,7,7,2013-07-01
2013-07-08,1453.0,,321.0,26063,49.831,2013,7,8,2013-07-01
2013-07-09,1379.0,,287.0,30929,55.498999999999995,2013,7,9,2013-07-01
2013-07-10,1435.0,,223.0,30705,55.948,2013,7,10,2013-07-01
2013-07-11,1478.0,,196.0,29689,56.393,2013,7,11,2013-07-01
2013-07-12,1096.0,,118.0,22817,39.97,2013,7,12,2013-07-01
2013-07-13,3285.0,,213.0,30132,64.833,2013,7,13,2013-07-01
2013-07-14,3681.0,,224.0,33545,75.02,2013,7,14,2013-07-01
2013-07-15,1382.0,,273.0,32565,57.755,2013,7,15,2013-07-01
2013-07-16,1288.0,,251.0,34757,61.856,2013,7,16,2013-07-01
2013-07-17,1303.0,,201.0,35172,60.698,2013,7,17,2013-07-01
2013-07-18,1094.0,,143.0,33222,56.228,2013,7,18,2013-07-01
2013-07-19,1389.0,,164.0,30667,52.784,2013,7,19,2013-07-01
2013-07-20,2811.0,,169.0,29145,58.799,2013,7,20,2013-07-01
2013-07-21,3502.0,,191.0,34694,76.31,2013,7,21,2013-07-01
2013-07-22,1005.0,,184.0,29787,50.145,2013,7,22,2013-07-01
2013-07-23,1390.0,,220.0,37296,65.911,2013,7,23,2013-07-01
2013-07-24,1708.0,,211.0,40699,74.469,2013,7,24,2013-07-01
2013-07-25,1163.0,,144.0,36207,62.188,2013,7,25,2013-07-01
2013-07-26,2073.0,,176.0,39499,72.71,2013,7,26,2013-07-01
2013-07-27,4259.0,,197.0,37131,82.27,2013,7,27,2013-07-01
2013-07-28,2391.0,,137.0,26780,53.562,2013,7,28,2013-07-01
2013-07-29,1712.0,,275.0,40018,73.425,2013,7,29,2013-07-01
2013-07-30,1701.0,,237.0,42982,77.917,2013,7,30,2013-07-01
2013-07-31,1692.0,,186.0,42745,76.982,2013,7,31,2013-07-01
2013-08-01,415.0,,73.0,23025,34.794000000000004,2013,8,1,2013-08-01
2013-08-02,2302.0,,230.0,40654,75.39,2013,8,2,2013-08-01
2013-08-03,3417.0,,180.0,34173,73.3,2013,8,3,2013-08-01
2013-08-04,4547.0,,261.0,40103,93.191,2013,8,4,2013-08-01
2013-08-05,1924.0,,276.0,41759,78.764,2013,8,5,2013-08-01
2013-08-06,1778.0,,222.0,42974,79.262,2013,8,6,2013-08-01
2013-08-07,1261.0,,183.0,39120,66.709,2013,8,7,2013-08-01
2013-08-08,946.0,,137.0,32063,51.665,2013,8,8,2013-08-01
2013-08-09,1269.0,,134.0,32926,54.952,2013,8,9,2013-08-01
2013-08-10,5567.0,,223.0,43368,103.744,2013,8,10,2013-08-01
2013-08-11,3826.0,,234.0,37161,83.00399999999999,2013,8,11,2013-08-01
2013-08-12,1314.0,,257.0,35646,62.896,2013,8,12,2013-08-01
2013-08-13,787.0,,111.0,25569,44.373999999999995,2013,8,13,2013-08-01
2013-08-14,1727.0,,219.0,43437,78.48100000000001,2013,8,14,2013-08-01
2013-08-15,1733.0,,179.0,42922,76.29899999999999,2013,8,15,2013-08-01
2013-08-16,2085.0,,170.0,41251,77.044,2013,8,16,2013-08-01
2013-08-17,5729.0,,217.0,44284,104.29,2013,8,17,2013-08-01
2013-08-18,2524.0,,160.0,31512,62.738,2013,8,18,2013-08-01
2013-08-19,1395.0,,236.0,37922,65.704,2013,8,19,2013-08-01
2013-08-20,1491.0,,233.0,41155,72.697,2013,8,20,2013-08-01
2013-08-21,1365.0,,176.0,41718,73.19800000000001,2013,8,21,2013-08-01
2013-08-22,787.0,,128.0,30747,51.255,2013,8,22,2013-08-01
2013-08-23,1965.0,,157.0,38716,72.175,2013,8,23,2013-08-01
2013-08-24,3933.0,,194.0,38049,81.05199999999999,2013,8,24,2013-08-01
2013-08-25,3626.0,,199.0,36641,80.733,2013,8,25,2013-08-01
2013-08-26,1098.0,,190.0,34812,61.473,2013,8,26,2013-08-01
2013-08-27,1222.0,,188.0,39258,67.086,2013,8,27,2013-08-01
2013-08-28,765.0,,102.0,32262,53.456,2013,8,28,2013-08-01
2013-08-29,1363.0,,141.0,38626,65.917,2013,8,29,2013-08-01
2013-08-30,1872.0,,165.0,36870,67.249,2013,8,30,2013-08-01
2013-08-31,3064.0,,174.0,28547,60.049,2013,8,31,2013-08-01
2013-09-01,3273.0,,148.0,28330,61.096000000000004,2013,9,1,2013-09-01
2013-09-02,1829.0,,121.0,24094,46.06,2013,9,2,2013-09-01
2013-09-03,1015.0,,157.0,36963,62.806999999999995,2013,9,3,2013-09-01
2013-09-04,1263.0,,176.0,42085,73.70100000000001,2013,9,4,2013-09-01
2013-09-05,1354.0,,185.0,40817,70.544,2013,9,5,2013-09-01
2013-09-06,1556.0,,155.0,40930,72.124,2013,9,6,2013-09-01
2013-09-07,3600.0,,200.0,38950,80.08,2013,9,7,2013-09-01
2013-09-08,3025.0,,182.0,37536,76.32600000000001,2013,9,8,2013-09-01
2013-09-09,1060.0,,203.0,40539,70.71300000000001,2013,9,9,2013-09-01
2013-09-10,986.0,,182.0,42038,71.115,2013,9,10,2013-09-01
2013-09-11,1046.0,,147.0,40533,67.437,2013,9,11,2013-09-01
2013-09-12,756.0,,126.0,35065,56.446999999999996,2013,9,12,2013-09-01
2013-09-13,1375.0,,145.0,41200,70.84899999999999,2013,9,13,2013-09-01
2013-09-14,3035.0,,153.0,35363,69.18,2013,9,14,2013-09-01
2013-09-15,3010.0,,167.0,35843,72.551,2013,9,15,2013-09-01
2013-09-16,781.0,,149.0,35106,56.195,2013,9,16,2013-09-01
2013-09-17,971.0,,170.0,43117,70.847,2013,9,17,2013-09-01
2013-09-18,1078.0,,152.0,42936,71.355,2013,9,18,2013-09-01
2013-09-19,1209.0,,154.0,43920,73.65899999999999,2013,9,19,2013-09-01
2013-09-20,1631.0,,156.0,43895,75.094,2013,9,20,2013-09-01
2013-09-21,3096.0,,132.0,35348,70.321,2013,9,21,2013-09-01
2013-09-22,2479.0,,136.0,33105,64.758,2013,9,22,2013-09-01
2013-09-23,1006.0,,171.0,38963,64.157,2013,9,23,2013-09-01
2013-09-24,1158.0,,153.0,42954,70.402,2013,9,24,2013-09-01
2013-09-25,966.0,,133.0,42639,70.5,2013,9,25,2013-09-01
2013-09-26,973.0,,117.0,42247,68.646,2013,9,26,2013-09-01
2013-09-27,1321.0,,137.0,41368,68.977,2013,9,27,2013-09-01
2013-09-28,3452.0,,126.0,38939,78.4,2013,9,28,2013-09-01
2013-09-29,2718.0,,161.0,36040,70.652,2013,9,29,2013-09-01
2013-09-30,1023.0,,140.0,41079,67.168,2013,9,30,2013-09-01
2013-10-01,,,,44772,73.665,2013,10,1,2013-10-01
2013-10-02,,,,45667,76.149,2013,10,2,2013-10-01
2013-10-03,,,,44472,72.635,2013,10,3,2013-10-01
2013-10-04,,,,44089,74.223,2013,10,4,2013-10-01
2013-10-05,,,,37683,73.892,2013,10,5,2013-10-01
2013-10-06,,,,29029,49.887,2013,10,6,2013-10-01
2013-10-07,,,,27504,40.324,2013,10,7,2013-10-01
2013-10-08,,,,42200,69.116,2013,10,8,2013-10-01
2013-10-09,,,,40607,62.214,2013,10,9,2013-10-01
2013-10-10,,,,34107,49.732,2013,10,10,2013-10-01
2013-10-11,,,,36381,56.497,2013,10,11,2013-10-01
2013-10-12,,,,35480,69.84100000000001,2013,10,12,2013-10-01
2013-10-13,,,,31501,59.556000000000004,2013,10,13,2013-10-01
2013-10-14,,,,36186,60.261,2013,10,14,2013-10-01
2013-10-15,,,,41459,66.625,2013,10,15,2013-10-01
2013-10-16,,,,40644,64.115,2013,10,16,2013-10-01
2013-10-17,,,,40363,63.927,2013,10,17,2013-10-01
2013-10-18,,,,41775,69.165,2013,10,18,2013-10-01
2013-10-19,,,,32469,59.523,2013,10,19,2013-10-01
2013-10-20,,,,32016,60.67,2013,10,20,2013-10-01
2013-10-21,,,,38348,62.216,2013,10,21,2013-10-01
2013-10-22,,,,39741,60.424,2013,10,22,2013-10-01
2013-10-23,,,,35358,50.318999999999996,2013,10,23,2013-10-01
2013-10-24,,,,35238,50.61,2013,10,24,2013-10-01
2013-10-25,,,,33711,50.108999999999995,2013,10,25,2013-10-01
2013-10-26,,,,26653,45.372,2013,10,26,2013-10-01
2013-10-27,,,,25980,44.415,2013,10,27,2013-10-01
2013-10-28,,,,34298,52.643,2013,10,28,2013-10-01
2013-10-29,,,,36280,53.765,2013,10,29,2013-10-01
2013-10-30,,,,37817,54.94,2013,10,30,2013-10-01
2013-10-31,,,,33991,51.283,2013,10,31,2013-10-01
2013-11-01,,,,33193,52.035,2013,11,1,2013-11-01
2013-11-02,,,,33688,64.833,2013,11,2,2013-11-01
2013-11-03,,,,22414,34.853,2013,11,3,2013-11-01
2013-11-04,,,,29474,42.802,2013,11,4,2013-11-01
2013-11-05,,,,34179,49.677,2013,11,5,2013-11-01
2013-11-06,,,,37785,58.125,2013,11,6,2013-11-01
2013-11-07,,,,27849,38.518,2013,11,7,2013-11-01
2013-11-08,,,,31032,45.872,2013,11,8,2013-11-01
2013-11-09,,,,23522,39.116,2013,11,9,2013-11-01
2013-11-10,,,,21270,33.486,2013,11,10,2013-11-01
2013-11-11,,,,29544,43.019,2013,11,11,2013-11-01
2013-11-12,,,,21505,27.48,2013,11,12,2013-11-01
2013-11-13,,,,25504,33.933,2013,11,13,2013-11-01
2013-11-14,,,,29194,40.663000000000004,2013,11,14,2013-11-01
2013-11-15,,,,31526,47.207,2013,11,15,2013-11-01
2013-11-16,,,,27208,48.1,2013,11,16,2013-11-01
2013-11-17,,,,19397,29.366,2013,11,17,2013-11-01
2013-11-18,,,,33718,52.401,2013,11,18,2013-11-01
2013-11-19,,,,29633,40.023,2013,11,19,2013-11-01
2013-11-20,,,,28286,37.925,2013,11,20,2013-11-01
2013-11-21,,,,31089,43.428000000000004,2013,11,21,2013-11-01
2013-11-22,,,,27503,38.76,2013,11,22,2013-11-01
2013-11-23,,,,20396,31.638,2013,11,23,2013-11-01
2013-11-24,,,,10069,12.248,2013,11,24,2013-11-01
2013-11-25,,,,20649,26.561999999999998,2013,11,25,2013-11-01
2013-11-26,,,,16206,20.283,2013,11,26,2013-11-01
2013-11-27,,,,8615,10.329,2013,11,27,2013-11-01
2013-11-28,,,,5668,8.377,2013,11,28,2013-11-01
2013-11-29,,,,10967,15.405999999999999,2013,11,29,2013-11-01
2013-11-30,,,,10605,15.508,2013,11,30,2013-11-01
2013-12-01,,,,14322,21.121,2013,12,1,2013-12-01
2013-12-02,,,,26522,37.728,2013,12,2,2013-12-01
2013-12-03,,,,29766,42.165,2013,12,3,2013-12-01
2013-12-04,,,,30472,43.92,2013,12,4,2013-12-01
2013-12-05,,,,29222,41.99,2013,12,5,2013-12-01
2013-12-06,,,,11626,14.674000000000001,2013,12,6,2013-12-01
2013-12-07,,,,16868,24.381,2013,12,7,2013-12-01
2013-12-08,,,,10892,14.17,2013,12,8,2013-12-01
2013-12-09,,,,16192,20.537,2013,12,9,2013-12-01
2013-12-10,,,,13947,17.766,2013,12,10,2013-12-01
2013-12-11,,,,20369,25.839000000000002,2013,12,11,2013-12-01
2013-12-12,,,,18552,23.241999999999997,2013,12,12,2013-12-01
2013-12-13,,,,19381,25.662,2013,12,13,2013-12-01
2013-12-14,,,,3983,5.072,2013,12,14,2013-12-01
2013-12-15,,,,8127,10.192,2013,12,15,2013-12-01
2013-12-16,,,,16842,21.353,2013,12,16,2013-12-01
2013-12-17,,,,8552,11.009,2013,12,17,2013-12-01
2013-12-18,,,,16246,21.250999999999998,2013,12,18,2013-12-01
2013-12-19,,,,20309,26.954,2013,12,19,2013-12-01
2013-12-20,,,,23849,33.51,2013,12,20,2013-12-01
2013-12-21,,,,19362,32.36,2013,12,21,2013-12-01
2013-12-22,,,,16338,26.291,2013,12,22,2013-12-01
2013-12-23,,,,7516,9.407,2013,12,23,2013-12-01
2013-12-24,,,,11971,15.562999999999999,2013,12,24,2013-12-01
2013-12-25,,,,3523,5.457999999999999,2013,12,25,2013-12-01
2013-12-26,,,,10570,13.556,2013,12,26,2013-12-01
2013-12-27,,,,12649,17.629,2013,12,27,2013-12-01
2013-12-28,,,,12867,21.988000000000003,2013,12,28,2013-12-01
2013-12-29,,,,4070,4.986000000000001,2013,12,29,2013-12-01
2013-12-30,,,,14222,19.982,2013,12,30,2013-12-01
2013-12-31,,,,11349,14.856,2013,12,31,2013-12-01
2014-01-01,268.0,,10.0,6559,9.254,2014,1,1,2014-01-01
2014-01-02,66.0,,3.0,9334,11.735999999999999,2014,1,2,2014-01-01
2014-01-03,1.0,,1.0,1288,1.855,2014,1,3,2014-01-01
2014-01-04,14.0,,1.0,2494,3.7060000000000004,2014,1,4,2014-01-01
2014-01-05,17.0,,4.0,2937,3.72,2014,1,5,2014-01-01
2014-01-06,30.0,,7.0,10481,13.015999999999998,2014,1,6,2014-01-01
2014-01-07,5.0,,4.0,7144,8.2,2014,1,7,2014-01-01
2014-01-08,28.0,,4.0,10162,11.767999999999999,2014,1,8,2014-01-01
2014-01-09,74.0,,10.0,14571,18.401,2014,1,9,2014-01-01
2014-01-10,49.0,,5.0,10685,13.433,2014,1,10,2014-01-01
2014-01-11,101.0,,16.0,8333,10.735,2014,1,11,2014-01-01
2014-01-12,350.0,,22.0,13549,19.141,2014,1,12,2014-01-01
2014-01-13,224.0,,31.0,22377,30.829,2014,1,13,2014-01-01
2014-01-14,45.0,,4.0,10849,13.270999999999999,2014,1,14,2014-01-01
2014-01-15,241.0,,30.0,23500,32.303000000000004,2014,1,15,2014-01-01
2014-01-16,208.0,,37.0,21528,28.807,2014,1,16,2014-01-01
2014-01-17,282.0,,34.0,21840,30.773000000000003,2014,1,17,2014-01-01
2014-01-18,176.0,,15.0,10222,14.595999999999998,2014,1,18,2014-01-01
2014-01-19,194.0,,13.0,9768,13.591,2014,1,19,2014-01-01
2014-01-20,133.0,,11.0,14581,20.102999999999998,2014,1,20,2014-01-01
2014-01-21,5.0,,1.0,4171,5.428999999999999,2014,1,21,2014-01-01
2014-01-22,4.0,,3.0,2762,4.061,2014,1,22,2014-01-01
2014-01-23,9.0,,1.0,5743,8.336,2014,1,23,2014-01-01
2014-01-24,15.0,,6.0,6901,9.375,2014,1,24,2014-01-01
2014-01-25,34.0,,0.0,4716,6.004,2014,1,25,2014-01-01
2014-01-26,37.0,,6.0,5462,6.691,2014,1,26,2014-01-01
2014-01-27,55.0,,18.0,14304,18.127,2014,1,27,2014-01-01
2014-01-28,18.0,,7.0,11066,13.722000000000001,2014,1,28,2014-01-01
2014-01-29,21.0,,6.0,10838,13.394,2014,1,29,2014-01-01
2014-01-30,42.0,,7.0,13198,16.914,2014,1,30,2014-01-01
2014-01-31,130.0,,10.0,15886,21.541,2014,1,31,2014-01-01
2014-02-01,349.0,,29.0,13797,20.706999999999997,2014,2,1,2014-02-01
2014-02-02,449.0,,10.0,15009,22.915,2014,2,2,2014-02-01
2014-02-03,4.0,,2.0,2839,3.635,2014,2,3,2014-02-01
2014-02-04,37.0,,2.0,9551,12.708,2014,2,4,2014-02-01
2014-02-05,8.0,,1.0,3076,4.603,2014,2,5,2014-02-01
2014-02-06,25.0,,9.0,8227,12.640999999999998,2014,2,6,2014-02-01
2014-02-07,36.0,,5.0,9473,14.206,2014,2,7,2014-02-01
2014-02-08,71.0,,1.0,6640,9.562999999999999,2014,2,8,2014-02-01
2014-02-09,47.0,,6.0,5527,7.806,2014,2,9,2014-02-01
2014-02-10,16.0,,3.0,7643,10.867,2014,2,10,2014-02-01
2014-02-11,22.0,,4.0,9258,12.57,2014,2,11,2014-02-01
2014-02-12,24.0,,3.0,9531,12.690999999999999,2014,2,12,2014-02-01
2014-02-13,3.0,,1.0,978,1.725,2014,2,13,2014-02-01
2014-02-14,16.0,,8.0,4029,6.586,2014,2,14,2014-02-01
2014-02-15,23.0,,2.0,2512,3.8339999999999996,2014,2,15,2014-02-01
2014-02-16,34.0,,2.0,3362,5.063,2014,2,16,2014-02-01
2014-02-17,40.0,,10.0,5433,8.226,2014,2,17,2014-02-01
2014-02-18,19.0,,2.0,5727,8.392999999999999,2014,2,18,2014-02-01
2014-02-19,45.0,,6.0,9485,14.085999999999999,2014,2,19,2014-02-01
2014-02-20,103.0,,11.0,12971,18.707,2014,2,20,2014-02-01
2014-02-21,59.0,,8.0,9545,12.423,2014,2,21,2014-02-01
2014-02-22,730.0,,31.0,14261,25.945,2014,2,22,2014-02-01
2014-02-23,666.0,,35.0,14567,25.298000000000002,2014,2,23,2014-02-01
2014-02-24,79.0,,10.0,14119,19.238,2014,2,24,2014-02-01
2014-02-25,50.0,,14.0,14003,17.699,2014,2,25,2014-02-01
2014-02-26,35.0,,7.0,12168,15.039000000000001,2014,2,26,2014-02-01
2014-02-27,54.0,,10.0,13138,16.042,2014,2,27,2014-02-01
2014-02-28,46.0,,12.0,10483,13.017000000000001,2014,2,28,2014-02-01
2014-03-01,255.0,,11.0,9944,14.364,2014,3,1,2014-03-01
2014-03-02,196.0,,12.0,9017,12.288,2014,3,2,2014-03-01
2014-03-03,44.0,,3.0,8618,12.02,2014,3,3,2014-03-01
2014-03-04,36.0,,11.0,11494,14.472999999999999,2014,3,4,2014-03-01
2014-03-05,90.0,,13.0,14934,19.147000000000002,2014,3,5,2014-03-01
2014-03-06,50.0,,7.0,13758,17.12,2014,3,6,2014-03-01
2014-03-07,108.0,,10.0,14736,19.809,2014,3,7,2014-03-01
2014-03-08,1211.0,,46.0,18119,34.814,2014,3,8,2014-03-01
2014-03-09,496.0,,32.0,13300,20.468,2014,3,9,2014-03-01
2014-03-10,206.0,,30.0,18844,25.776999999999997,2014,3,10,2014-03-01
2014-03-11,574.0,,66.0,26436,41.688,2014,3,11,2014-03-01
2014-03-12,153.0,,21.0,16273,21.803,2014,3,12,2014-03-01
2014-03-13,55.0,,7.0,12164,15.663,2014,3,13,2014-03-01
2014-03-14,209.0,,14.0,17745,23.539,2014,3,14,2014-03-01
2014-03-15,1316.0,,54.0,19664,35.302,2014,3,15,2014-03-01
2014-03-16,274.0,,31.0,10740,16.054000000000002,2014,3,16,2014-03-01
2014-03-17,106.0,,19.0,13681,17.722,2014,3,17,2014-03-01
2014-03-18,181.0,,30.0,18046,24.985,2014,3,18,2014-03-01
2014-03-19,87.0,,19.0,14387,19.079,2014,3,19,2014-03-01
2014-03-20,292.0,,36.0,21299,31.018,2014,3,20,2014-03-01
2014-03-21,386.0,,26.0,22266,33.189,2014,3,21,2014-03-01
2014-03-22,1525.0,,55.0,21671,42.206,2014,3,22,2014-03-01
2014-03-23,451.0,,19.0,12846,19.105,2014,3,23,2014-03-01
2014-03-24,105.0,,20.0,14729,18.838,2014,3,24,2014-03-01
2014-03-25,108.0,,19.0,17388,22.135,2014,3,25,2014-03-01
2014-03-26,91.0,,16.0,15538,19.368,2014,3,26,2014-03-01
2014-03-27,164.0,,17.0,18166,25.302,2014,3,27,2014-03-01
2014-03-28,255.0,,29.0,20025,29.858,2014,3,28,2014-03-01
2014-03-29,142.0,,0.0,4870,6.546,2014,3,29,2014-03-01
2014-03-30,209.0,,15.0,8645,13.365,2014,3,30,2014-03-01
2014-03-31,276.0,,47.0,18686,26.78,2014,3,31,2014-03-01
2014-04-01,475.0,,67.0,26163,40.978,2014,4,1,2014-04-01
2014-04-02,237.0,,33.0,24299,35.54,2014,4,2,2014-04-01
2014-04-03,596.0,,63.0,28379,44.648999999999994,2014,4,3,2014-04-01
2014-04-04,103.0,,10.0,13593,17.644000000000002,2014,4,4,2014-04-01
2014-04-05,1221.0,,42.0,20333,36.797,2014,4,5,2014-04-01
2014-04-06,1641.0,,62.0,22643,45.575,2014,4,6,2014-04-01
2014-04-07,159.0,,36.0,15869,21.9,2014,4,7,2014-04-01
2014-04-08,369.0,,44.0,23636,34.85,2014,4,8,2014-04-01
2014-04-09,447.0,,57.0,29194,45.619,2014,4,9,2014-04-01
2014-04-10,525.0,,65.0,29722,46.023,2014,4,10,2014-04-01
2014-04-11,632.0,,83.0,29283,49.269,2014,4,11,2014-04-01
2014-04-12,2710.0,,89.0,29773,63.648999999999994,2014,4,12,2014-04-01
2014-04-13,2411.0,,109.0,29521,65.74600000000001,2014,4,13,2014-04-01
2014-04-14,993.0,,114.0,31732,57.306999999999995,2014,4,14,2014-04-01
2014-04-15,73.0,,19.0,11370,14.639000000000001,2014,4,15,2014-04-01
2014-04-16,279.0,,50.0,21713,31.427,2014,4,16,2014-04-01
2014-04-17,470.0,,53.0,24190,36.641999999999996,2014,4,17,2014-04-01
2014-04-18,628.0,,60.0,22409,33.846,2014,4,18,2014-04-01
2014-04-19,2666.0,,99.0,26541,59.461000000000006,2014,4,19,2014-04-01
2014-04-20,1639.0,,84.0,20122,40.814,2014,4,20,2014-04-01
2014-04-21,839.0,,105.0,29618,50.57,2014,4,21,2014-04-01
2014-04-22,560.0,,58.0,29580,45.813,2014,4,22,2014-04-01
2014-04-23,358.0,,68.0,29341,44.266000000000005,2014,4,23,2014-04-01
2014-04-24,646.0,,95.0,30515,48.32899999999999,2014,4,24,2014-04-01
2014-04-25,767.0,,56.0,30299,49.915,2014,4,25,2014-04-01
2014-04-26,1720.0,,57.0,21785,42.75899999999999,2014,4,26,2014-04-01
2014-04-27,1616.0,,84.0,24093,46.188,2014,4,27,2014-04-01
2014-04-28,744.0,,94.0,31279,51.168,2014,4,28,2014-04-01
2014-04-29,160.0,,24.0,20003,26.84,2014,4,29,2014-04-01
2014-04-30,15.0,,0.0,3093,3.572,2014,4,30,2014-04-01
2014-05-01,780.0,,94.0,29448,51.32,2014,5,1,2014-05-01
2014-05-02,1192.0,,144.0,35590,60.513999999999996,2014,5,2,2014-05-01
2014-05-03,2440.0,,150.0,28254,61.95,2014,5,3,2014-05-01
2014-05-04,1479.0,,77.0,23450,43.926,2014,5,4,2014-05-01
2014-05-05,842.0,,127.0,33706,58.903999999999996,2014,5,5,2014-05-01
